GEOID,median_household_income,rent_burden_35_plus_share,renter_occupied_units,total_housing_units,unemployment_rate_proxy,median_gross_rent,poverty.rate,depression_among_adults,fair_poor_health_status,frequent_mental_distress,high_eviction_risk
39139000500,28239,0.4125874125874126,858,1974,0.0990600144613159,571,30.12,29.0,31.1,22.9,1
39139000600,25732,0.5252808988764045,712,1435,0.2614162806088683,802,31.4,29.9,35.9,25.6,1
39139000700,24415,0.1504178272980501,718,1456,0.1412520064205457,639,35.8,27.6,32.8,23.3,1
39139000800,45299,0.2155172413793103,464,1221,0.0865384615384615,824,25.28,29.7,30.5,23.2,1
39139000900,46649,0.2093541202672605,449,2302,0.0799584631360332,678,18.11,28.6,23.8,21.0,1
39139001000,39813,0.0908509277031349,1563,3248,0.0157480314960629,649,31.22,28.6,25.8,21.8,1
39139001100,48223,0.2442396313364055,434,1242,0.0407582938388625,766,2.99,24.9,23.1,17.2,0
39139001200,57135,0.2496589358799454,733,1962,0.054054054054054,782,12.7,24.4,18.6,16.0,0
39139001300,52099,0.0915032679738562,612,1552,0.045483664317745,831,12.82,27.1,21.0,19.1,1
39139001400,41680,0.1170568561872909,598,1231,0.1091997008227374,716,15.43,26.0,24.8,18.6,0
39139001500,41786,0.260989010989011,364,988,0.084393063583815,775,24.4,27.2,26.6,19.4,1
39139001600,35865,0.2342342342342342,222,786,0.0466101694915254,735,31.92,29.6,32.8,22.6,1
39139001700,-666666666,0.0,4,13,0.5714285714285714,-666666666,4.44,24.4,44.3,26.7,0
39139001800,63267,0.0842105263157894,475,1654,0.0598249027237354,852,9.64,26.5,21.5,18.6,0
39139001900,60608,0.0399201596806387,501,2806,0.0182103610675039,908,5.66,26.0,19.6,17.8,0
39139002000,82144,0.0111111111111111,180,2324,0.0517487508922198,710,4.85,24.6,16.6,16.1,0
39139002101,49895,0.2688064192577733,997,2856,0.0242184059885512,842,1.2,24.5,21.9,16.1,0
39139002102,78074,0.1666666666666666,426,1937,0.0309966618979494,669,2.83,24.4,15.3,15.2,0
39139002200,66125,0.1410459587955626,631,2968,0.020621247716001,736,10.32,27.3,21.6,18.4,0
39139002300,78031,0.144578313253012,415,3019,0.0197348134443416,1032,9.5,25.4,18.8,17.1,0
39139002400,63701,0.1424148606811145,646,2486,0.0380633373934226,1023,0.0,25.4,18.2,17.1,0
39139002500,67045,0.2386706948640483,331,1877,0.0044356826022671,680,10.09,26.4,18.3,18.0,0
39139002600,51864,0.2921348314606741,890,1966,0.0439121756487025,753,14.29,27.8,20.4,19.3,0
39139002700,88529,0.0,290,2360,0.0685670261941448,915,6.53,26.0,19.8,17.4,0
39139002800,68073,0.1239316239316239,234,1479,0.0418516169942929,812,15.74,27.8,21.3,19.9,0
39139002900,91179,0.0286885245901639,244,1509,0.0072498791686805,800,7.29,27.1,18.2,18.8,0
39139003001,75091,0.0965092402464065,487,2302,0.0079697986577181,746,7.14,26.1,18.1,17.4,0
39139003002,73340,0.0875912408759124,274,1476,0.0156424581005586,883,5.79,26.5,19.3,18.0,0
39139003100,25250,0.2995391705069124,651,1006,0.0568828213879408,779,37.76,28.2,36.0,24.4,1
39143960800,83138,0.1666666666666666,252,1588,0.048283885980221,697,4.55,24.3,20.0,16.6,0
39143960900,90595,0.0074626865671641,134,1175,0.0215123859191655,957,8.7,24.0,16.9,15.9,0
39143961000,82300,0.120754716981132,265,1654,0.0416857535501603,677,6.64,24.7,17.0,16.6,0
39143961100,78537,0.1335877862595419,262,1718,0.0295519542421353,629,8.42,25.7,20.4,17.8,0
39143961200,81356,0.1904761904761904,126,1535,0.0293193717277486,836,3.89,24.2,19.6,16.4,0
39143961300,75590,0.1802469135802469,405,2028,0.1084558823529411,873,9.21,23.6,19.4,15.8,0
39143961400,52864,0.1869009584664537,626,1391,0.0311526479750778,683,27.34,26.6,22.7,20.0,0
39143961500,47565,0.1556603773584905,636,1841,0.0325829383886255,785,12.85,26.0,24.0,19.9,0
39143961600,36793,0.1694915254237288,708,1522,0.0677444187836797,720,23.76,25.4,31.4,19.4,1
39143961700,59722,0.2535211267605634,426,1396,0.0342639593908629,701,8.58,23.1,19.5,16.2,0
39143961800,51758,0.5519031141868512,578,2021,0.0764087870105062,863,25.3,26.2,26.8,19.6,1
39143961900,62990,0.3,30,1468,0.0195121951219512,945,7.33,24.5,19.0,16.8,1
39143962000,54613,0.138255033557047,745,2953,0.0705808869456589,698,10.86,25.9,20.2,17.9,0
39143962100,59872,0.3333333333333333,372,2181,0.0305126118795768,865,6.11,25.0,20.3,17.4,0
39143962200,57440,0.0552995391705069,651,2029,0.0448124695567462,695,8.7,27.5,26.1,19.8,0
39147962500,69214,0.4909090909090909,385,1568,0.0641213901125795,970,2.33,25.6,20.1,18.0,0
39147962600,74614,0.0603015075376884,199,1637,0.0404624277456647,851,7.74,25.0,17.2,16.7,0
39147962700,70597,0.1111111111111111,162,1477,0.0111940298507462,774,5.22,25.5,21.4,18.3,0
39147962800,64076,0.1162079510703364,327,1583,0.0451038575667655,827,20.78,25.5,23.2,19.0,0
39147962900,59375,0.0864197530864197,648,1633,0.0485074626865671,791,33.85,26.9,22.9,21.0,1
39147963000,51134,0.1071428571428571,420,1344,0.0697852760736196,479,28.18,24.8,23.7,18.1,0
39147963100,72795,0.018348623853211,218,1699,0.0018181818181818,760,4.37,25.7,20.9,18.2,0
39147963200,43765,0.3084922010398613,577,1976,0.0215605749486652,807,17.18,26.2,22.9,18.8,0
39147963300,58015,0.1827676240208877,383,1648,0.0546218487394958,782,13.3,25.9,17.8,19.1,0
39147963400,57897,0.2601351351351351,592,1875,0.0675105485232067,804,23.18,25.4,22.9,18.2,0
39147963500,45253,0.241657077100115,869,1937,0.076076993583868,816,9.55,27.5,19.1,20.3,0
39147963600,71957,0.0588235294117647,425,1724,0.0255824577432617,846,5.42,25.6,14.9,17.6,0
39147963700,73061,0.0373027259684361,697,2164,0.0342902711323764,768,7.94,22.9,15.0,14.5,0
39147963800,74578,0.0786026200873362,229,1695,0.0342883983090652,604,8.21,25.1,19.6,17.3,0
39151700100,14008,0.1363636363636363,704,883,0.1869688385269121,321,47.73,25.5,39.5,21.0,0
39151700200,27988,0.2693498452012384,1292,2920,0.1529304029304029,833,19.72,27.4,32.8,22.4,1
39151700300,40306,0.1747967479674796,492,1203,0.1501416430594901,909,45.47,28.1,36.3,24.2,1
39151700400,52543,0.1881918819188192,813,2288,0.0866987773249351,863,14.94,25.5,22.8,19.6,1
39151700500,42776,0.224669603524229,681,1285,0.1434977578475336,829,38.96,28.4,37.4,24.7,1
39151700600,42500,0.178743961352657,828,1603,0.0370843989769821,771,19.2,26.6,24.7,20.4,1
39151700800,35390,0.4187437686939183,1003,2033,0.0960874568469505,847,26.04,28.0,30.4,22.8,1
39151701000,28493,0.4283464566929134,635,1658,0.090983606557377,916,32.37,28.9,31.4,24.1,1
39151701100,46798,0.246938775510204,490,1508,0.0734463276836158,702,9.49,26.7,24.6,20.1,1
39151701200,48068,0.0651872399445215,721,1769,0.0357561547479484,933,15.77,26.5,22.3,19.7,0
39151701300,40964,0.2802124833997343,753,1666,0.0779144698301113,775,38.96,29.1,31.2,24.1,1
39151701500,31047,0.3129675810473815,802,1436,0.1139674378748928,837,28.64,30.0,38.1,25.6,1
39151701700,31250,0.2,840,1489,0.2232346241457858,784,43.36,29.7,40.8,26.4,1
39151701800,25638,0.2283737024221453,578,1160,0.1420518602029312,641,59.69,27.6,40.4,25.4,1
39151702100,33028,0.1764705882352941,476,1655,0.1369175627240143,842,31.95,23.8,34.7,21.7,1
39151702300,19769,0.2757936507936508,1008,1411,0.0983606557377049,286,69.57,31.0,44.1,29.5,1
39151702500,42076,0.1716566866267465,501,1399,0.0348929421094369,814,24.4,29.3,33.7,23.5,1
39151710200,37773,0.1813261163734776,739,1810,0.1426799007444168,773,24.96,28.9,30.5,23.1,1
39151710300,61500,0.1661849710982658,692,1559,0.0306652806652806,722,19.52,27.7,23.9,20.7,1
39151710400,16307,0.2256637168141592,452,632,0.0520231213872832,539,63.69,29.3,38.2,24.7,1
39151710500,44773,0.1341317365269461,835,1688,0.029681597409606,780,32.91,28.2,30.1,23.0,1
39151710600,64928,0.0872641509433962,848,2056,0.0188976377952755,941,10.23,25.7,23.0,17.9,0
39151710700,68284,0.0664451827242525,301,1095,0.0176829268292682,801,8.91,26.9,16.2,19.8,0
39151710800,68856,0.2115384615384615,624,2448,0.0,749,15.99,25.1,23.7,17.8,0
39151710900,87479,0.4453781512605042,238,1573,0.0601769911504424,1063,2.96,25.1,19.9,17.2,0
39151711111,89491,0.0,175,1828,0.0375167485484591,925,4.01,24.0,15.5,15.4,0
39151711112,110250,0.0681818181818181,132,1900,0.0277777777777777,977,1.71,23.9,14.2,15.2,0
39151711121,102522,0.1653225806451612,248,2107,0.0744777475022706,988,0.0,24.1,13.3,15.4,0
39151711122,105431,0.0509164969450101,491,2253,0.0101146325016857,860,8.31,23.9,14.7,15.3,0
39151711202,78467,0.0679611650485436,103,1596,0.0164569215876089,1024,4.74,25.1,17.2,16.9,0
39151711211,64893,0.1171458998935037,939,3119,0.0458740499457111,873,4.63,25.0,19.3,16.9,0
39151711212,91397,0.1219512195121951,82,1179,0.0614457831325301,885,11.37,24.5,16.6,16.3,0
39151711312,130507,0.2513089005235602,382,2689,0.0347089368679967,942,3.53,23.3,13.9,14.6,0
39151711321,84491,0.1374722838137472,451,1670,0.0492635855764347,1271,3.47,23.1,15.7,14.5,0
39151711322,50104,0.1032863849765258,1065,1772,0.0225522552255225,839,8.15,24.8,19.6,17.6,0
39151711402,80221,0.0865704772475027,901,2875,0.019817552689525,798,3.47,23.7,15.7,15.5,0
39151711411,124000,0.0,114,1533,0.0240313879352623,-666666666,0.91,22.1,14.0,13.4,0
39151711412,68814,0.1819819819819819,555,2097,0.0371851259496201,846,4.04,24.0,17.4,15.9,0
39151711501,67250,0.3875476493011436,787,2102,0.0174897119341563,1161,12.1,22.2,17.8,14.2,0
39151711502,84828,0.047808764940239,251,1666,0.0502354788069073,940,2.5,22.7,15.8,14.7,0
39151711600,58018,0.0919540229885057,696,2993,0.040728476821192,749,6.87,25.2,22.9,17.9,0
39151711700,55396,0.1469933184855233,898,2724,0.0463026952315134,819,13.38,26.1,21.5,18.6,0
39151711800,57880,0.159371492704826,891,2538,0.0,861,4.74,25.0,17.8,17.0,0
39151711900,67537,0.132623426911907,1033,2610,0.0438568203805224,881,4.58,25.5,18.7,17.7,0
39151712000,71178,0.1970649895178197,477,2035,0.0486021505376344,992,1.6,23.5,16.1,15.2,0
39151712102,88381,0.1557562076749435,443,3423,0.0255355983553343,832,7.47,24.3,15.6,15.9,0
39151712112,95938,0.0,55,714,0.0050761421319796,-666666666,2.67,22.2,16.4,13.9,0
39151712201,81311,0.4251700680272108,588,2387,0.013727560718057,944,8.82,24.2,15.9,16.5,0
39151712202,86068,0.2042042042042042,333,2564,0.021173104434907,927,2.24,23.3,17.1,15.0,0
39151712300,71387,0.0460021905805038,913,2775,0.0505740841990158,932,6.35,24.2,18.1,16.8,0
39151712400,62039,0.1776155717761557,822,2525,0.0480492813141683,719,14.67,24.0,19.2,17.0,0
39151712500,76964,0.1156462585034013,147,803,0.0232558139534883,1183,3.56,24.8,17.6,16.6,0
39151712601,51600,0.1696252465483234,507,1363,0.0299222022740873,818,8.85,27.5,22.0,19.7,0
39151712602,73517,0.2003710575139146,539,2241,0.0,764,5.07,25.4,18.0,17.3,0
39151712700,94578,0.075,280,1807,0.0209762000806776,889,5.42,24.5,17.3,16.3,0
39151712800,76196,0.0751445086705202,519,2204,0.0464684014869888,778,2.73,24.8,20.2,17.1,0
39151712900,57830,0.1234396671289875,721,1875,0.0486111111111111,792,12.13,25.9,21.5,18.3,0
39151713000,73214,0.2142857142857142,182,1597,0.0128693994280266,900,0.0,24.2,17.0,16.2,0
39151713100,53799,0.0824891461649783,691,2397,0.0301102629346904,794,13.93,24.6,20.9,17.7,0
39151713201,66964,0.1963350785340314,382,3030,0.0215083038388238,862,7.34,25.5,22.2,18.1,0
39151713202,63929,0.0335570469798657,149,942,0.0288909599254426,844,5.16,24.4,18.6,17.0,0
39151713300,64034,0.4425837320574162,418,2219,0.0283960092095165,973,6.5,26.0,21.4,18.5,0
39151713401,58631,0.3297297297297297,370,2158,0.0254878534448426,1002,6.82,25.8,20.4,18.1,0
39151713402,56362,0.1093117408906882,494,2000,0.0254005470887065,875,9.81,25.1,18.8,17.3,0
39151713501,69070,0.3115693012600229,873,2649,0.0248648648648648,946,3.37,23.9,18.9,16.5,0
39151713502,69569,0.1396011396011396,702,2284,0.0328467153284671,832,11.28,26.3,23.0,18.9,1
39151713600,69583,0.1100478468899521,209,1278,0.0173102529960053,649,2.5,25.9,19.1,18.1,0
39151713700,57708,0.0465587044534413,494,1226,0.0116822429906542,751,18.67,26.8,19.2,19.4,1
39151713900,50439,0.0741758241758241,364,948,0.0405539070227497,797,21.9,26.9,24.9,20.3,0
39151714000,61584,0.0290697674418604,344,1881,0.0213414634146341,841,8.12,25.6,20.5,18.1,1
39151714100,52436,0.2102473498233215,566,1563,0.0531617235590374,912,17.46,27.7,24.7,21.0,0
39151714200,28919,0.2311926605504587,545,1186,0.0938818565400844,679,35.45,29.2,38.4,25.4,0
39151714302,64604,0.2510204081632653,490,1904,0.0535803705558337,722,8.56,25.5,22.6,17.8,0
39151714400,63712,0.0870535714285714,448,1657,0.0190930787589498,768,7.98,24.2,22.2,17.3,0
39151714600,69071,0.215258855585831,367,1970,0.0619385342789598,791,5.36,24.8,21.5,17.1,0
39151714701,69596,0.0637898686679174,533,2668,0.0121444550974752,959,2.07,24.7,18.2,16.6,0
39151714702,81227,0.059322033898305,118,1086,0.0355227882037533,846,3.65,25.3,21.7,17.7,0
39151714801,67008,0.2047244094488189,635,2487,0.0140203294777427,880,7.08,26.5,22.9,19.0,0
39151714802,69691,0.2685185185185185,216,1346,0.0067024128686327,829,10.41,25.7,21.6,17.9,0
39151714901,71429,0.2076271186440678,236,1784,0.075,811,4.46,24.8,20.4,17.3,0
39151714902,57733,0.2185792349726776,366,1622,0.0394814378314672,793,14.15,26.4,24.1,19.3,0
39151715000,41566,0.1272727272727272,990,1507,0.0616086708499714,747,18.86,28.3,28.2,21.9,0
39153501100,44014,0.2786516853932584,445,560,0.1816693944353518,1134,40.55,26.0,31.3,22.1,1
39153501700,37829,0.287037037037037,432,624,0.0633245382585752,921,58.51,33.8,24.0,28.9,0
39153501800,45988,0.2556818181818182,176,324,0.0561403508771929,922,42.13,22.8,28.2,20.6,1
39153501900,16927,0.2559923298178331,1043,1381,0.1292372881355932,635,68.82,26.1,41.4,22.5,0
39153502101,46964,0.161524500907441,551,1338,0.0593434343434343,697,20.25,25.7,32.8,22.1,0
39153502102,37613,0.2292590246991767,1579,2274,0.0647058823529411,824,12.0,24.5,28.6,19.5,0
39153502200,35875,0.3766968325791855,1768,2989,0.14989024772656,841,20.36,25.8,33.5,21.5,1
39153502300,53226,0.1827515400410677,974,2508,0.0377286585365853,890,21.37,27.2,24.5,21.1,1
39153502500,44091,0.1271929824561403,228,581,0.110091743119266,815,44.32,27.6,27.4,21.6,1
39153502600,43606,0.2090784044016506,727,1367,0.0693877551020408,1026,20.52,31.1,32.3,24.6,1
39153502700,55338,0.1668331668331668,1001,3063,0.0648371531966224,949,17.55,27.4,21.7,19.2,1
39153502800,54527,0.1551956815114709,741,1853,0.0917073170731707,936,8.78,28.9,23.8,20.5,0
39153503100,27986,0.4666666666666667,465,808,0.1572629051620648,913,28.06,30.2,38.1,25.4,1
39153503200,27750,0.3688760806916426,347,705,0.1607963246554364,945,31.98,26.4,40.6,23.8,1
39153503300,45425,0.172,1000,2520,0.0670103092783505,1005,30.59,28.0,30.6,22.8,1
39153503400,29021,0.2486338797814207,366,590,0.3619718309859155,885,41.03,26.4,35.9,24.8,1
39153503500,43237,0.1580698835274542,601,1578,0.1578274760383386,760,25.85,27.0,32.9,23.0,1
39153503600,50191,0.1275510204081632,784,2025,0.0739509763190693,926,12.9,28.3,20.2,19.9,1
39153503701,63448,0.0919254658385093,805,2822,0.0388479571332886,875,6.94,27.3,20.6,18.3,0
39153503702,58874,0.2692913385826772,635,2488,0.0849965588437715,890,17.23,29.5,24.1,20.7,0
39153503800,34958,0.2868561278863232,1126,1913,0.1648785996612083,863,40.0,30.8,32.5,24.7,1
39153504100,30000,0.2545454545454545,385,576,0.1833855799373041,730,47.62,31.5,27.1,25.5,1
39153504200,25107,0.3288461538461538,520,777,0.1399711399711399,900,35.04,31.8,37.4,27.1,1
39153504400,42833,0.1607142857142857,224,557,0.1075514874141876,1010,38.63,26.6,27.5,22.3,1
39153504500,43527,0.2605263157894736,380,791,0.0488599348534201,1025,37.9,28.1,27.6,22.2,1
39153504600,49479,0.1921348314606741,890,1642,0.1254331254331254,948,33.45,26.8,26.7,21.5,1
39153504700,66893,0.2067620286085826,769,1962,0.0863453815261044,1069,12.31,27.6,21.5,20.1,0
39153504800,52361,0.1983002832861189,353,2379,0.0344551282051282,1057,8.2,27.2,21.7,18.7,1
39153505200,36705,0.3004291845493562,233,631,0.087719298245614,1108,26.5,26.4,32.5,22.0,1
39153505300,25054,0.2956521739130435,345,626,0.2583479789103691,464,62.63,31.6,46.9,29.3,1
39153505400,50433,0.3005917159763314,845,1746,0.1053384175405147,924,8.21,28.8,25.9,21.8,1
39153505500,38682,0.1928721174004193,477,1194,0.0863141524105754,966,7.19,29.2,28.4,22.1,1
39153505600,30625,0.3134328358208955,201,548,0.2013422818791946,747,30.42,30.0,40.5,25.0,1
39153505700,47354,0.2822878228782288,542,1220,0.072877535687453,846,39.85,28.9,23.6,21.9,1
39153505800,45874,0.2236095346197502,881,2443,0.0164641317130537,810,14.72,27.5,20.4,19.0,1
39153505900,50057,0.1362683438155136,477,1236,0.1097079715864246,940,24.21,29.3,27.2,21.2,1
39153506100,51909,0.2720385674931129,1452,2924,0.0124955373081042,906,10.78,24.4,19.0,16.3,0
39153506200,43026,0.4054669703872437,439,1818,0.0532915360501567,1036,10.47,22.3,24.6,18.2,1
39153506400,57128,0.3811965811965812,585,1537,0.0,858,27.63,26.7,19.2,18.9,0
39153506500,25625,0.4482758620689655,551,1027,0.0189309576837416,881,38.03,26.0,40.7,24.0,1
39153506600,22125,0.3136363636363636,880,1319,0.1522522522522522,721,20.91,29.2,34.0,23.2,1
39153506700,27557,0.394578313253012,332,693,0.1331828442437923,795,40.95,24.0,36.1,22.2,1
39153506800,17330,0.2306648575305291,737,1075,0.0180084745762711,623,25.29,28.7,38.0,26.2,1
39153507101,81788,0.2257250945775536,793,2469,0.0301003344481605,844,5.78,25.0,18.2,17.0,1
39153507102,97257,0.0,116,1295,0.0272063702720637,788,2.75,23.6,14.0,13.5,0
39153507201,81406,0.3025210084033613,238,1231,0.03596214511041,861,10.67,22.4,14.3,14.4,0
39153507202,78750,0.1443298969072164,679,2083,0.0178055822906641,952,6.73,25.1,13.7,14.8,0
39153507203,88438,0.0118043844856661,593,2018,0.0230125523012552,1050,3.49,25.0,14.0,15.3,0
39153507300,62723,0.1826589595375722,865,1988,0.0733056708160442,841,1.36,25.8,16.6,16.3,0
39153507400,30380,0.2610619469026549,226,415,0.1919191919191919,725,43.28,24.6,31.6,19.4,1
39153507600,46250,0.3465473145780051,782,1994,0.0784313725490196,1063,12.08,27.2,27.7,20.7,1
39153508000,65243,0.0724465558194774,1684,3199,0.0371798402643899,993,5.11,27.2,17.8,18.0,1
39153508301,16250,0.2013245033112582,755,940,0.1543408360128617,706,50.45,28.8,35.6,23.9,1
39153508399,36649,0.1573033707865168,1424,2458,0.1092117758784425,876,42.3,26.8,32.8,22.9,1
39153508600,25208,0.3450608930987821,739,1408,0.1948998178506375,691,25.49,24.1,41.6,22.1,1
39153508800,34464,0.6475409836065574,1220,2727,0.0188496858385693,872,26.11,22.5,36.6,20.6,1
39153508900,30346,0.2760849492151431,1083,1413,0.07666015625,827,36.49,34.7,24.4,29.7,0
39153509000,34303,0.2780847145488029,543,833,0.0595930232558139,894,46.58,28.1,35.0,23.7,1
39153510100,34000,0.1822600243013366,823,1305,0.0804498269896193,738,21.37,30.4,25.9,22.0,1
39153510200,58194,0.1790633608815427,363,1716,0.07746863066012,927,14.7,29.5,23.6,20.4,0
39153510301,31726,0.1964285714285714,1456,2620,0.0988089986766651,624,30.34,30.5,36.4,23.3,0
39153510302,61333,0.1728110599078341,434,2704,0.0265873015873015,944,11.82,25.7,18.5,16.2,0
39153510400,60636,0.2390438247011952,502,1715,0.0550314465408805,920,3.79,28.5,21.9,19.1,0
39153510500,51576,0.1887608069164265,694,2057,0.0636025998142989,777,13.39,29.5,23.5,20.5,0
39153520103,51128,0.2626970227670753,571,1180,0.0148095909732016,940,2.51,27.8,21.3,19.7,0
39153520104,57339,0.1761363636363636,880,2220,0.0762476894639556,969,15.93,28.0,18.7,19.1,0
39153520105,65000,0.1317715959004392,683,1956,0.03954802259887,829,9.63,27.1,18.9,18.0,0
39153520106,68023,0.168695652173913,1150,1657,0.0671206225680933,1147,21.75,27.1,17.0,18.2,0
39153520201,77589,0.2225609756097561,328,1413,0.0092845439650464,995,3.38,27.1,16.5,16.6,0
39153520202,41339,0.0828460038986354,1026,2250,0.0213089802130898,790,11.53,29.1,21.4,19.6,0
39153520301,70500,0.2817796610169492,472,1708,0.029379760609358,882,7.43,25.7,15.8,15.5,0
39153520302,92813,0.0339943342776204,353,1665,0.031522189962671,998,3.59,26.4,13.6,16.1,0
39153520400,73274,0.1958762886597938,679,1990,0.0456217807211184,984,4.3,27.7,18.6,18.1,0
39153520500,66699,0.1548269581056466,549,2045,0.0705082319255547,974,2.7,27.7,15.8,18.0,0
39153520600,57338,0.3054945054945055,455,1678,0.0749632533072023,885,14.67,26.3,17.5,17.0,0
39153530101,104792,0.0919220055710306,359,3048,0.0060761860247721,1540,0.39,23.0,12.3,14.0,0
39153530103,105066,0.0613496932515337,163,1891,0.0480439258750857,1524,0.0,24.0,15.7,15.1,0
39153530104,85739,0.2160633484162896,884,3374,0.0162837385679232,1228,8.3,24.0,16.0,15.4,0
39153530105,88281,0.3657142857142857,350,1207,0.1135693215339233,1061,27.24,23.5,21.5,15.9,0
39153530108,101841,0.0996677740863787,602,1942,0.048423937871174,1149,2.47,22.7,15.8,14.2,1
39153530401,105938,0.5163398692810458,306,1418,0.0717401841977702,1113,4.12,26.4,16.3,16.9,0
39153530402,59263,0.0043572984749455,459,1472,0.0360721442885771,990,6.17,26.2,15.0,16.5,0
39153530501,85132,0.0533333333333333,675,2716,0.03464513958964,1099,3.74,25.2,14.8,15.1,0
39153530502,82239,0.2155172413793103,232,1382,0.0287114845938375,989,4.83,23.9,14.5,13.9,0
39153530603,75781,0.3353989155693261,1291,2284,0.1133501259445843,1144,2.37,27.0,15.4,17.5,0
39153530604,97169,0.1,150,1288,0.021104903786468,1023,2.71,24.8,14.3,14.4,1
39153530605,98667,0.132007233273056,553,2252,0.0194174757281553,1412,0.89,25.6,14.4,15.4,0
39153530606,116583,0.1225806451612903,310,2135,0.0179697351828499,1250,1.51,25.8,14.5,15.4,0
39153530700,131012,0.0481927710843373,83,1102,0.0332046332046332,1713,0.0,23.5,12.8,12.9,0
39153530800,72149,0.3719912472647702,457,2892,0.0403971242725094,-666666666,0.98,24.7,15.9,15.0,0
39153530901,77204,0.2044025157232704,636,2072,0.0563510392609699,880,21.36,25.4,16.9,16.5,0
39153530902,80845,0.1353251318101933,569,2904,0.0188229056203605,945,8.37,25.2,17.5,15.6,0
39153530903,97375,0.0,60,1887,0.0094948727687049,1010,3.72,25.8,15.7,16.0,0
39153531001,78882,0.1096774193548387,310,1476,0.0287128712871287,875,3.51,27.1,17.7,17.7,0
39153531002,48640,0.0,330,2686,0.0771109560362875,1119,6.17,28.1,23.1,19.2,1
39153531101,55179,0.238095238095238,357,1430,0.1058079355951696,989,5.37,27.7,21.7,18.5,1
39153531102,89918,0.1755725190839694,131,1772,0.0136460554371002,879,6.35,26.6,20.0,17.2,0
39153531103,73136,0.0,99,1461,0.0803289057558507,921,7.39,26.4,20.7,17.3,0
39153531405,78362,0.0746753246753246,616,2045,0.0196078431372549,977,8.14,26.3,16.3,16.6,0
39153531601,79038,0.2190265486725663,452,1962,0.0320762895535327,992,2.42,26.0,18.1,16.1,0
39153531602,89936,0.0,109,1257,0.0157480314960629,1180,1.22,26.6,16.3,16.8,0
39153531701,86679,0.0921985815602836,141,1769,0.0425531914893617,850,4.27,26.5,16.6,16.9,0
39153531702,89000,0.131578947368421,76,1647,0.0841205578047683,946,4.57,27.0,18.3,17.2,0
39153531801,64845,0.0703812316715542,1023,2733,0.0745573159366262,1104,6.61,26.3,18.6,16.6,0
39153531802,77466,0.0396226415094339,530,1880,0.0416323165704864,822,7.64,26.8,19.1,17.3,0
39153532001,72273,0.050314465408805,318,1708,0.072636815920398,1076,3.06,27.7,20.2,18.3,0
39153532003,83553,0.1,220,1686,0.0088865656037637,1076,8.06,25.8,16.7,16.1,0
39153532004,86818,0.1336898395721925,187,1620,0.0363141171130276,1162,4.12,25.9,17.2,16.3,0
39153532202,88538,0.1571815718157181,738,3366,0.0174927113702623,936,2.34,23.8,15.1,14.5,0
39153532301,177386,0.0,90,2350,0.0595348837209302,-666666666,3.75,23.5,13.6,12.9,0
39153532302,113735,0.1720430107526881,186,2197,0.0339445961763558,2522,2.7,22.8,13.2,12.6,0
39153532501,148750,0.0,44,1172,0.0309941520467836,1382,1.95,23.6,13.8,13.4,0
39153532502,85956,0.3133333333333333,150,1608,0.0104679802955665,1273,0.0,24.3,15.1,14.4,0
39153532600,111382,0.2202380952380952,168,1189,0.0558269364968597,1090,2.08,24.8,15.3,14.6,0
39153532701,99281,0.2916666666666667,432,3420,0.0347273171924676,1837,2.45,23.4,14.8,14.6,0
39153532702,68342,0.2632794457274827,433,1524,0.0337531486146095,794,15.03,26.8,21.9,18.3,0
39153532703,89413,0.0,45,2423,0.0842612097502257,-666666666,3.42,24.0,15.5,14.8,0
39153532705,101263,0.1614035087719298,285,2974,0.0166180758017492,1356,0.5,24.8,17.7,15.6,0
39153532706,86750,0.0,352,2102,0.0622444343480236,1434,0.6,24.1,14.8,13.8,0
39153532708,98750,0.1720430107526881,93,1934,0.0253333333333333,1526,1.18,25.0,16.7,15.7,1
39153532901,103393,0.0555555555555555,36,660,0.0286659316427783,1158,10.27,24.6,14.7,14.2,0
39153532902,83531,0.3052362707535121,1566,4421,0.0389071038251366,974,15.28,25.0,16.6,15.3,0
39153532999,95938,0.0,444,2554,0.0317512274959083,1021,10.97,25.6,14.8,15.2,1
39153533000,67727,0.3846153846153846,52,797,0.0551801801801801,1283,8.26,27.6,21.9,18.4,0
39153533101,173150,0.0,35,1553,0.0203832042397064,1578,4.76,23.8,11.7,12.8,0
39153533102,200208,0.4411764705882353,68,858,0.0310834813499111,3250,0.53,23.6,10.9,12.5,0
39153533200,137222,0.1676300578034682,173,2096,0.028849169018501,1159,3.5,24.1,11.8,13.6,0
39153533400,87193,0.2952924393723252,701,2805,0.0164367478720281,1176,4.37,25.7,17.4,17.1,1
39153533501,155789,0.1756601607347876,871,3726,0.0141189759036144,1254,1.17,22.4,11.4,12.9,0
39153533502,107900,0.1969111969111969,259,1533,0.0127142067440574,-666666666,3.63,23.7,14.3,13.8,0
39153534000,154474,0.2594936708860759,632,2887,0.0155499010460842,2245,0.99,22.3,12.3,12.2,0
39153534100,204844,0.0,14,889,0.0257921886514369,-666666666,2.59,23.5,10.0,12.6,0
39157020100,69519,0.2863568215892054,667,2014,0.0604631217838765,845,7.94,24.9,19.5,18.4,0
39157020200,82091,0.4212218649517685,311,1752,0.0228928199791883,887,6.32,22.8,16.5,15.7,0
